app_id,Topic,Label,Sublabel,app_name,description
140,9,Game,Steam,Tomb Raider Series,Tomb Raider is an action-adventure video game developed by Crystal Dynamics and published by Square Enix. Tomb Raider is the tenth title in the Tomb Raider franchise.NOTE : Activation key must be used on a valid Steam account. THE GAME A Survivor Is Born. Tomb Raider explores the intense and gritty origin story of Lara Croft and her ascent from a young woman to a hardened survivor. Armed only with raw instincts and the ability to push beyond the limits of human endurance Lara must fight to unravel the dark history of a forgotten island to escape its relentless hold. Download the Turning Point trailer to see the beginning of Lara's epic adventure. KEY FEATURES A Turning Point: Experience Lara Croft's intense origin story from a young woman to a hardened survivor. An All-New Raiding Experience: Explore a mysterious island filled with environmental puzzles visceral combat and tombs to discover. Fight to Live: Salvage resources gain experience and upgrade Lara's weapons and tools to survive the island's hostile inhabitants. Survive as a Team: Play a variety of multiplayer modes as Lara's Shipmates or Yamatai's Scavengers. SYSTEM REQUIREMENTS OS: Windows XP SP3 Processor: 2GHz Dual Core (Intel Core 2 Duo or better AMD Athlon X2 or better) Memory: 1GB RAM (XP) or 2GB RAM (Vista and up) Hard Drive: 10 GB free Graphics: 512MB - nVIDIA GeForce 8600 / AMD HD2600 XT DirectX  9.0c Tomb Raider  Square Enix Ltd. 2012. Square Enix and the Square Enix logo are registered trademarks of Square Enix Holdings Co. Ltd. Lara Croft Tomb Raider Crystal Dynamics and the Crystal Dynamics logo are trademarks of Square Enix Ltd. All other trademarks are the property of their respective owners. All rights reserved.
141,2,Game,Platform,TheForest,The Forest is a survival video game developed and published by Endnight Games. The game takes place on a remote
143,0,Game,General,ForHonor Series,For Honor is a 2017 action video game developed and published by Ubisoft for Microsoft Windows. NOTICE: Uplay account and internet connection are required to activate download and use this product. NOTICE: The activation key only works in United States Canada American Samoa Puerto Rico Virgin Islands U.S. About the game Carve a path of destruction through an intense believable battlefield in For Honor. Key Features Unique warriors to master Choose your warrior amongst a variety of bold Knights brutal Vikings and deadly Samurai each with their own weapon set and play style. Memorable story campaign Storm castles and fortresses in massive battles and confront deadly bosses in intense duels to ensure the survival of your people against a mysterious deadly foe. Conquer foes alone or with friends For Honor offers an engaging single-player offline campaign and thrilling multiplayer. Innovative art of battle control system Wield the weight of your weapon and feel the power of every strike through this system putting you in total control. Your warrior your colors Customize each facet of your warrior including your chest shoulders and helmet. System Requirements Windows - Minimum OS : Windows 7 Windows 8.1 Windows 10 (64-bit versions only) Processor : Intel Core i3-550 | AMD Phenom II X4 955 or equivalent Memory : 4 GB RAM Hard Drive : 40 GB available space Graphics : NVIDIA GeForce GTX660/GTX750ti/GTX950/GTX1050 with 2 GB VRAM or more | AMD Radeon HD6970/HD7870/R9 270/R9 370/RX460 with 2 GB VRAM or more Sound card : DirectX-Compatible using the latest drivers Online Connection Requirements : 256 kbps or faster broadband connection Gamepad Support : Mouse and Keyboard Microsoft Xbox 360 Microsoft Xbox One Microsoft Xbox One Elite PlayStation 4 (Original/Pro) Steam controller Partially Supported Gamepads (May Require Third-Party Drivers) : Any third-party Xbox-compatible controller Logitech Chillstream OUYA controller PlayStation 3 controller Supported NVIDIA cards at time of release : GeForce GTX660 or better (GeForce GTX600 series) GeForce GTX750ti or better (GeForce GTX700 series) GeForce GTX950 or better (GeForce GTX900 series) any GeForce GTX10 card (GeForce GTX10-Series) Supported AMD cards at time of release : Radeon HD6970 or better (Radeon HD6000 series) Radeon HD7870 or better (Radeon HD7000 series) Radeon R9 270 or better (Radeon 200 series) Radeon R9 370 or better (Radeon 300/Fury X series) Radeon RX460 or better (Radeon 400 series) *This product supports 64-bit operating systems only. Laptop versions of these cards may work but are not officially supported. For the most up-to-date requirement listings please visit the FAQ on our support website at support.ubi.com. High speed internet access and a valid Ubisoft account are required to activate the game after installation to authenticate your system and continue gameplay after any re-activation access online features play online or unlock exclusive content. Game contains EasyAntiCheat (https://www.easyanticheat.net/) anti-cheat technology and Denuvo (https://www.denuvo.com/) anti-tamper technology. Windows - Recommended OS : Windows 7 Windows 8.1 Windows 10 (64-bit versions only) Processor : Intel Core i5-2500K | AMD FX-6350 or equivalent Memory : 8 GB RAM Hard Drive : 40 GB available space Graphics : NVIDIA GeForce GTX680/GTX760/GTX970/GTX1060 with 2 GB VRAM or more | AMD Radeon R9 280X/R9 380/RX470 with 2 GB VRAM or more Sound card : DirectX-Compatible using the latest drivers Online Connection Requirements : Broadband Internet connection Additional Notes : Gamepad or Controller Recommended Supported NVIDIA cards at time of release : GeForce GTX680 or better (GeForce GTX600 series) GeForce GTX760 or better (GeForce GTX700 series) GeForce GTX970 or better (GeForce GTX900 series) GeForce GTX1060 or better (GeForce GTX10-Series) Supported AMD cards at time of release : Radeon R9 280X or better (Radeon 200 series) Radeon R9 380 or better (Radeon 300/Fury X series) Radeon RX470 or better (Radeon 400 series)   2016 Ubisoft Entertainment. All Rights Reserved. The For Honor logo Ubisoft and the Ubisoft logo are trademarks of Ubisoft Entertainment in the US and/or other countries.
145,13,Game,Shooting,CrazyShooter,Crazy Shooters is developed by FreezeNova
146,13,Game,Shooting,Borderlands,Borderlands is a series of action role-playing first-person shooter video games in a space western science fantasy setting
149,2,Game,Platform,Rocket League,Rocket League is a vehicular soccer video game developed and published by Psyonix. The game was first released for Microsoft Windows and PlayStation 4 in July 2015
150,2,Game,Platform,MONSTER HUNTER: WORLD,Monster Hunter: World is an action role-playing game developed and published by Capcom. A part of the Monster Hunter series
151,2,Game,Platform,World of Warships,World of Warships is a free-to-play naval warfare-themed massively multiplayer online game produced by international game developer and publisher Wargaming
152,2,Game,Platform,Stardew Valley,"Stardew Valley is an indie farming simulation role-playing video game developed by Eric ""ConcernedApe"" Barone and originally published by Chucklefish."
154,0,Game,General,Far Cry Series,Far Cry is a franchise of first-person shooter video games. NOTICE: Uplay account and internet connection are required to activate download and use this product. NOTICE: The activation key only works in United States Canada American Samoa Puerto Rico Virgin Islands U.S. About the game Far Cry comes to America in the latest installment of the award-winning franchise. Welcome to Hope County Montana land of the free and the brave but also home to a fanatical doomsday cult known as Eden's Gate. Stand up to cult leader Joseph Seed and his siblings the Heralds to spark the fires of resistance and liberate the besieged community. Key Features FIGHT AGAINST A DEADLY CULT Free Hope County in solo or two-player co-op. Recruit Guns and Fangs for hire to help defeat the cult. A WORLD THAT HITS BACK Wreak havoc on the cult and its members but beware of the wrath of Joseph Seed and his followers. CARVE YOUR OWN PATH Build your character and choose your adventure in the largest customizable Far Cry game ever! DYNAMIC TOYS Take control of iconic muscle cars ATV's planes and a lot more to engage the cult forces in epic fights. System Requirements Windows - Minimum OS: Windows 7 SP1 Windows 8.1 Windows 10 (64-bit versions only) PROCESSOR: Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent VIDEO CARD: NVIDIA GeForce GTX 670 or AMD R9 270 (2GB VRAM with Shader Model 5.0 or better) SYSTEM RAM: 8GB Resolution: 720p Video Preset: Low Game contains EasyAntiCheat (https://www.easyanticheat.net/) anti-cheat technology and Denuvo (https://www.denuvo.com/) and VMProtect (http://vmpsoft.com/support/user-manual/introduction/what-is-vmprotect/) anti-tamper technology. Windows - Recommended OS: Windows 7 SP1 Windows 8.1 Windows 10 (64-bit versions only) PROCESSOR: Intel Core i7-4770 @ 3.4 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalent VIDEO CARD: NVIDIA GeForce GTX 970 or AMD R9 290X (4GB VRAM with Shader Model 5.0 or better) SYSTEM RAM: 8GB Resolution: 1080p Video Preset: High 4K 30 FPS Configuration OS: Windows 10 (64-bit version only) PROCESSOR: Intel Core i7-6700 @ 3.4 GHz or AMD Ryzen 5 1600X @ 3.6 GHz or equivalent VIDEO CARD: NVIDIA GeForce GTX 1070 or AMD RX Vega 56 (8GB VRAM with Shader Model 5.0 or better) SYSTEM RAM: 16GB Resolution: 2160p Video Preset: High 4K 60 FPS Configuration OS: Windows 10 (64-bit version only) PROCESSOR: Intel Core i7-6700K @ 4.0 GHz or AMD Ryzen 7 1700X @ 3.4 GHz or equivalent VIDEO CARD: NVIDIA GeForce GTX 1080 SLI or AMD RX Vega 56 CFX (8GB VRAM with Shader Model 5.0 or better) SYSTEM RAM: 16GB Resolution: 2160p Video Preset: High/Ultra *Supported NVIDIA cards at time of release GeForce GTX600 series: GeForce GTX670 or better GeForce GTX700 series: GeForce GTX760 or better GeForce GTX900 series: GeForce GTX950 or better GeForce GTX10-Series: GeForce GTX1050 or better **Supported AMD cards at time of release Radeon 200 series: Radeon R9 270 or better Radeon 300/Fury X series: Radeon R7 370 or better Radeon 400 series: Radeon RX 460 or better Radeon Vega series: any Radeon Vega series 2017 Ubisoft Entertainment. All Rights Reserved. Far Cry Ubisoft and the Ubisoft logo are trademarks of Ubisoft Entertainment in the US and/or other countries. Based on Crytek's original Far Cry directed by Cevat Yerli. Powered by Crytek's technology  CryEngine.
156,2,Game,Platform,DARK SOULS,Dark Souls is an action role-playing game developed by FromSoftware and published by Namco Bandai Games. A spiritual successor to FromSoftware's Demon's Souls
159,13,Game,Shooting,SlayTheSpire,Slay the Spire is a roguelike video game with deck-building card game mechanics. The game is being developed by MegaCrit.?
160,13,Game,Shooting,Cstrike,Counter-Strike is a series of multiplayer first-person shooter video games
163,13,Game,Shooting,GTA,Grand Theft Auto is an action-adventure video game series created by David Jones and Mike Dailly; the later titles of which were created by brothers Dan and Sam Houser
165,13,Game,Shooting,TslGame,The Silver Lining is a five-chapter episodic video fangame based on the King's Quest series
168,2,Game,Platform,War Thunder ,War Thunder is a cross platform vehicular combat multiplayer game developed by the Russian company Gaijin Entertainment for Microsoft Windows
169,2,Game,Platform,Warscraft 3,Warcraft III: Reign of Chaos is a high fantasy real-time strategy video game developed and published by Blizzard Entertainment released in July 2002. It is the second sequel to Warcraft: Orcs & Humans and the third game set in the Warcraft fictional universe.?
170,13,Game,Shooting,Warframe,Warframe is a free-to-play cooperative third-person shooter video game developed and published by Digital Extremes. Originally released for Microsoft Windows in March 2013
171,2,Game,Platform,Wargaming,Wargaming Group Limited
172,13,Game,Shooting,WeSing,We Sing is a series of karaoke style singing games for console
173,2,Game,Platform,World of Tanks,World of Tanks is a massively multiplayer online game developed by Belarusian company Wargaming
174,0,Game,General,TGame,
175,2,Game,Platform,World of Warcraft,World of Warcraft is a massively multiplayer online role-playing game released in 2004 by Blizzard Entertainment. It is the fourth released game set in the Warcraft fantasy universe.
176,13,Game,Shooting,ZuLa,Zula is a free-to-play online first person shooter. In Zula you will discover real unique locations as Istanbul
179,13,Game,Shooting,Sid Meier's Civilization,Civilization is a series of turn-based strategy video games
182,2,Game,Platform,World of Warplanes,World of Warplanes is a free-to-play flight combat massively multiplayer online action game developed by Persha Studia in Ukraine and published by Wargaming in Belarus
185,0,Game,General,NBA2K,"NBA 2K series is a series of basketball simulation video games developed and released annually since 1999. The premise of each game in the series is to emulate the sport of basketball. NBA 2K19: Activation key must be used on a valid Steam account. the game NBA 2K celebrates 20 years of redefining what sports gaming can be from best in class graphics & gameplay to groundbreaking game modes and an immersive open-world Neighborhood. NBA 2K19 continues to push limits as it brings gaming one step closer to real-life basketball excitement and culture. System Requirements Windows - Minimum OS: Windows 7 64-bit Windows 8.1 64-bit or Windows 10 64-bit Processor: Intel  Core  i3-530 @ 2.93 GHz / AMD FX-4100 @ 3.60 GHz or better Memory: 4 GB RAM Graphics: NVIDIA  GeForce  GT 450 1GB / ATI  Radeon  HD 7770 1GB or better DirectX: Version 11 Storage: 80 GB available space Sound Card: DirectX 9.0x compatible Dual-Analog Gamepad: Recommended Additional Notes: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012. Windows - Recommended OS: Windows 7 64-bit Windows 8.1 64-bit or Windows 10 64-bit Processor: Intel  Core  i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or better Memory: 8 GB RAM Graphics: NVIDIA  GeForce  GTX 770 2GB / ATI  Radeon  R9 270 2GB or better DirectX: Version 11 Storage: 80 GB available space Sound Card: DirectX 9.0c compatible sound card Additional Notes: Dual-analog gamepad 2005-2018 Take-Two Interactive Software and its subsidiaries. All rights reserved. 2K the 2K logo and Take-Two Interactive Software are all trademarks and/or registered trademarks of Take-Two Interactive Software Inc. The NBA and NBA member team identifications are the intellectual property of NBA Properties Inc. and the respective NBA member teams. 2018 NBA Properties Inc. All Rights Reserved. Use of this product requires agreement to the following third party end user license agreement: https://www.take2games.com/eula/""                                                                                                                                                                                                                                                                                                                   NBA 2K18: Activation key must be used on a valid Steam account. THE GAME The highest rated* annual sports title returns with NBA 2K18 featuring unparalleled authenticity and improvements on the court. *According to 2008 - 2016 Metacritic.com The #1 rated NBA video game simulation series for the last 16 years (Metacritic) The #1 selling NBA video game simulation series for the last 10 years (NPD) Over 95 awards and nominations since the launch of PlayStation 4 & Xbox One Pre-order NBA 2K18 now to receive Early Access (4 days before standard release) bonus Virtual Currency and in-game content FEATURES RUN THE NEIGHBORHOOD The future of sports career modes has arrived allowing you to play the game the way you like. Build your career in NBA games hit the courts in The Playground Park join the Pro-Am circuit or explore the shops and venues in an all-new open neighborhood setting. Featuring new MyPLAYER upgrade and endorsement systems our biggest cast of characters to date including NBA players and so much more. The Road to 99 Get a free sneak peek at the neighborhood one week prior to the full release of NBA 2K18. Hit the Proving Ground streetball courts with your MyPLAYER and show the world what you have to offer. Available September 8 on the PS Store and Xbox Live. Prelude The overarching meta-game that rewards users for improving their MyPLAYER's overall rating regardless of which modes they choose to play. Featuring a unified badge system across Pro-Am Park and your NBA journey in MyCAREER your attributes animations and badges all combine to define your play style on your road to a 99 overall rating. Updated Create A Player Create the MyPLAYER you want whether scanning your face with the MyNBA2K18 mobile app or building something custom using our preset options. Hairstyles have been updated with numerous new options to choose from and body weight and height are more accurately represented to ensure the unique look you want for your MyPLAYER. MyTEAM Collect player cards featuring NBA legends from yesterday and today and compete in a variety of online and offline modes. Super Max Construct a salary-capped team and compete against other users of similar ability in a new season mode. With a limited salary cap to distribute among 13 players you'll have to be strategic in selecting your lineup for each round. Prizes are awarded based on your performance each round ensuring that every game matters. Pack & Playoffs An all-new draft mode that challenges you to build the best possible 5-man team from packs you'll open before each round. Compete against other users' drafted teams and advance to earn better prizes. With Pack & Playoffs it's a new lineup and a new experience every round. Schedule Challenges Play through a 30 game schedule for each of the 30 NBA teams. Earn MyTEAM points and prizes as you work your way through 900 unique challenges based on the 2017-18 NBA schedule. ELITE GAMEPLAY New Motion System The new motion system brings player control to a new level of realism. Now dribbling and off the ball movement are no longer driven by animations. This groundbreaking technology dynamically creates animations to deliver the best gameplay experience possible. You are now in complete control. Improved Shot Meter Hit shots more consistently thanks to an improved shot meter featuring multiple feedback points for more precise shot timing. GRAPHICS & PRESENTATION Improved Player Accuracy Countless hours of work have been put in to make every NBA player look and feel like their real-life counterparts down to the smallest details including scars stretch marks and even faded tattoos. The player body system has been completely redesigned to accurately match the physique of every player in the league and player faces have been rebuilt from scratch to show more details and respond more realistically to light. Laser Scanned Uniforms & Accessories Laser scanned uniforms from all 30 NBA teams accurately depict each design down to the smallest stitch. Using True Color Technology team colors have never been more pure & authentic and whites have never popped so brightly. And with the overhauled player body system uniforms fit accurately for each specific body type. To round out the complete on-court look of an NBA player users will enjoy the largest collection of scanned shoes and accessories in NBA 2K history. Special Guest Commentary The biggest roster of broadcasting talent in sports videogame history gets even bigger. Future Hall of Famers and former NBA 2K cover athletes Kobe Bryant and Kevin Garnett join the booth on a rotating basis to lend their expertise to the broadcast bringing the total number of in-game broadcasters to 13. LEGENDARY TEAMS All-Time Teams The greatest players in NBA history from all 30 teams together on All-Time franchise rosters for the very first time. Compete in Play Now to find out which franchise's All-Time Team reigns supreme or challenge all 30 All-Time Teams in MyTEAM's All-Time Domination mode. Classic Teams Play with 62 of the NBA's greatest teams from the past including 17 new additions. Pit your favorite classic roster against current NBA teams replay epic Finals matchups find out if Shaq & Kobe can compete with the great Lakers teams of the past or matchup the '97-98 Bulls against the '15-16 Warriors to settle the argument once and for all. The possibilities are endless. MyGM/MyLEAGUE MyGM: The Next Chapter For the first time in a sports game MyGM introduces a narrative-driven story-based franchise experience that maintains all of the user control and team building aspects that fans have come to love over the years. Your path will be determined by the choices you make and the answers you provide at many key points in the narrative. Make the story your own and build a winner! MyLEAGUE 2K's fan-favorite franchise mode allows users complete customization over their league. Choose the number of games and teams adjust the league settings and apply your custom setup to a single season multi-season or online experience. Or skip the regular season and jump right into to the Playoffs. True-To-Life League Structure & Rules Both MyGM and MyLEAGUE feature numerous updates to match real-life NBA rules including many from the new Collective Bargaining Agreement. Negotiate player contracts that work best for your franchise and each player including Super Max &  Bird Rights  deals for elite players Over-38 contracts for older players and two-way contracts for younger players. Manage your roster by using the Stretch Provision to minimize the Salary Cap when you waive a player or develop younger talent in the G-League or by stashing them overseas. Simply put the most detailed and authentic franchise experience on the market puts you in the hot seat as an NBA GM like never before. System Requirements Minimum OS: Windows 7 64-bit Windows 8.1 64-bit or Windows 10 64-bit Processor: Intel  Core  i3-530 @ 2.93 GHz / AMD Phenom  II X4 805 @ 2.50 GHz or better Memory: 4 GB RAM Graphics: NVIDIA  GeForce  GT 450 1GB / ATI  Radeon  HD 7770 1GB or better DirectX: Version 11 Storage: 70 GB available space Sound Card: DirectX 9.0x compatible Additional Notes: Dual-analog gamepad Additional Notes: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012. Recommended OS: Windows 7 64-bit Windows 8.1 64-bit or Windows 10 64-bit Processor: Intel  Core  i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or better Memory: 8 GB RAM Graphics: NVIDIA  GeForce  GTX 770 2GB / ATI  Radeon  R9 270 2GB or better DirectX: Version 11 Storage: 70 GB available space Sound Card: DirectX 9.0c compatible sound card Additional Notes: Dual-analog gamepad 2005-2017 Take-Two Interactive Software and its subsidiaries. All rights reserved. 2K the 2K logo and Take-Two Interactive Software are all trademarks and/or registered trademarks of Take-Two Interactive Software Inc. The NBA and NBA member team identifications are the intellectual property of NBA Properties Inc. and the respective NBA member teams. 2017 NBA Properties Inc. All Rights Reserved. Use of this product requires agreement to the following third party end user license agreement: http://www.take2games.com/eula/                                                                                                                                           NBA 2K20: Activation key must be used on a valid Steam account. Requires internet connection.About the gameNBA 2K has evolved into much more than a basketball simulation. 2K continues to redefine what's possible in sports gaming with NBA 2K20 featuring best in class graphics & gameplay ground breaking game modes and unparalleled player control and customization. Plus with its immersive open-world Neighborhood NBA 2K20 is a platform for gamers and ballers to come together and create what's next in basketball culture.System Requirements Windows - MinimumOS: Windows 7 64-bit Windows 8.1 64-bit or Windows 10 64-bitProcessor: Intel  Core  i3-530 @ 2.93 GHz / AMD FX-4100 @ 3.60 GHz or betterMemory: 4 GB RAMGraphics: NVIDIA  GeForce  GT 450 1GB / AMD  Radeon  HD 7770 1GB or betterDirectX: Version 11Storage: 80 GB available spaceSound Card: DirectX 9.0x compatible Dual-Analog Gamepad: RecommendedAdditional Notes: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012.Windows - RecommendedOS: Windows 7 64-bit Windows 8.1 64-bit or Windows 10 64-bitProcessor: Intel  Core  i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or betterMemory: 8 GB RAMGraphics: NVIDIA  GeForce  GTX 770 2GB / AMD  Radeon  R9 270 2GB or betterDirectX: Version 11Storage: 80 GB available spaceSound Card: DirectX 9.0c compatible sound cardAdditional Notes: Dual-analog gamepa 2005-2019 Take-Two Interactive Software Inc. and its subsidiaries. 2K the 2K logo and Take-Two Interactive Software are all trademarks and/or registered trademarks of Take-Two Interactive Software Inc. The NBA and NBA member team identifications are the intellectual property of NBA Properties Inc. and the respective NBA member teams. 2018 NBA Properties Inc. Officially licensed product of the National Basketball Players Association. All other trademarks are property of their respective owners. All rights reserved.Use of this product requires agreement to the following third party end user license agreement: http://www.take2games.com/eula/"
186,0,Game,General,Euro Truck Simulator,Truck Simulator is a vehicle simulation game series created by SCS Software. The first title in the series
189,2,Game,Platform,Fortnite,Fortnite is an online video game first released in 2017 and developed by Epic Games. It is available as separate software packages having different game modes that otherwise share the same general gameplay and game engine.
190,2,Game,Platform,ACOrigins,Assassin's Creed Origins is an action-adventure video game developed by Ubisoft Montreal and published by Ubisoft. It is the tenth major installment in the Assassin's Creed series and the successor to 2015's Assassin's Creed Syndicate.
192,2,Game,Platform,Asphalt,Asphalt Urban GT is a racing video game for the Nintendo DS and the Nokia N-Gage handheld video game consoles. It was developed by Gameloft and published by Ubisoft
193,2,Game,Platform,Atlantica,Atlantica Online is a free-to-play 3D tactical massively multiplayer online role-playing game developed by NDOORS Corporation. The game's primary setting is a fantasy-themed alternate history Earth composed of a diverse blend of historical
195,2,Game,Platform,BlackDesert,Black Desert Online is a sandbox-oriented massively multiplayer online role-playing game by Korean video game developer Pearl Abyss. The game has been in development since 2010
197,13,Game,Shooting,codoMP,Call of Duty is a first-person shooter video game franchise. The series began on Microsoft Windows
198,13,Game,Shooting,CrossFire,CrossFire is an online tactical first-person shooter for Microsoft Windows developed by Smilegate Entertainment. The game was released in China by Tencent Games
199,13,Game,Shooting,csgo,Counter-Strike: Global Offensive is a multiplayer first-person shooter video game developed by Hidden Path Entertainment and Valve Corporation.
200,2,Game,Platform,Deceit,Deceit.?Deceit?tests your instincts at trust and deception in an action-filled
201,2,Game,Platform,Diablo III,Diablo III is a dungeon crawler action role-playing game developed and published by Blizzard Entertainment.
203,2,Game,Platform,dontstarve,Don't Starve is an open world survival video game developed by the Canadian indie company Klei Entertainment. The game was initially released via Valve Corporation's Steam software for Microsoft Windows
204,2,Game,Platform,dota 2,Dota 2 is a multiplayer online battle arena video game developed and published by Valve Corporation. The game is a sequel to Defense of the Ancients
206,13,Game,Shooting,CandyCrushsaga,Candy Crush Saga is a free-to-play match-three puzzle video game released by King on April 12
207,2,Game,Platform,Blizzard Battle.net,Blizzard Battle.net is an Internet-based online gaming
208,2,Game,Platform,Heroes of the Storm,Heroes of the Storm is a multiplayer online battle arena video game developed and published by Blizzard Entertainment for Microsoft Windows and macOS
212,2,Game,Platform,LDS Game,
213,2,Game,Platform,League of Legends,League of Legends is a multiplayer online battle arena video game developed and published by Riot Games for Microsoft Windows and macOS. The game follows a freemium model and is supported by microtransactions
214,13,Game,Shooting,left4dead,Left 4 Dead is a series of cooperative first-person shooter
215,0,Game,General,Logitech Gaming Framework,"The genuine LCore.exe file is a software component of Logitech Gaming Software by Logitech. ""Lcore.exe"""
217,2,Game,Platform,Mahjong,Mahjong is a tile-based game that was developed in China during the Qing dynasty and has spread throughout the world since the early 20th century. It is commonly played by four players.
220,2,Game,Platform,Minecraft,Minecraft is a 2011 sandbox video game created by Swedish game developer Markus Persson and later developed by Mojang. The game allows players to build with a variety of different blocks in a 3D procedurally generated world
222,2,Game,Platform,Game Bar,
225,8,Game,Large,SpeedBall,Speed ball is a 3D ball running game. In this game you can control the ball to avoid obstacles and pass levels.
231,13,Game,Shooting,CS,Counter-Strike is a series of multiplayer first-person shooter video games
271,9,Game,Steam,Nero Burning ROM,Nero Burning ROM
277,2,Game,Platform,ACGPlayer,ACG Player is a decent multimedia player with a minimalistic aspect that comes along with a wide range of interesting functions to play videos and music
312,13,Game,Shooting,Media Center,A media center PC is a personal computer designed for use with a digital TV in the home entertainment area
322,2,Game,Platform,Online Protection,
349,13,Game,Shooting,AV Console,
357,2,Game,Platform,Thunder,
376,9,Game,Steam,AkelPad text editor,AkelPad is a small
393,8,Game,Large,Curse of the Opera,This contains a complete Nightfall Mysteries: Curse of the Opera game walkthrough featuring annotated screenshots from actual gameplay!
397,2,Game,Platform,dlna_player,DLNA was founded by a group of PC and consumer electronics companies in June 2003 (with Intel in the lead role) to develop and promote a set of interoperability guidelines for sharing digital media among multimedia devices under the auspice of a certification standard.
420,2,Game,Platform,Hotspot Shield,Hotspot Shield is a virtual private network utility developed by AnchorFree
434,13,Game,Shooting,Meet the Robinsons Game,Meet the Robinsons is the video game adaptation of film of the same name
445,2,Game,Platform,Notes,Notes is a notetaking app developed by Apple. It is provided on their iOS and macOS operating systems
456,2,Game,Platform,RobloxPlayer,Roblox (stylized as ROBLOX) is a massively multiplayer online and game creation system platform that allows users to design their own games and play a wide variety of different types of games created by other users. The platform hosts social network games constructed of Lego-like virtual blocks. The game was released by the Roblox Corporation on August 27
457,13,Game,Shooting,RTX,RTX is a series of annual gaming and Internet conventions created by Rooster Teeth held in Austin
467,9,Game,Steam,VirtualBox,Oracle VM VirtualBox (formerly Sun VirtualBox
472,9,Game,Steam,XboxApp,The Xbox app (originally known as Xbox 360 SmartGlass and Xbox One Smartglass) is a dashboard for Xbox Live accounts. On launch
489,0,Game,General,gameclient,
490,0,Game,General,gamerecorder,
491,0,Game,General,gamerender,
498,13,Game,Shooting,call of duty,
518,9,Game,Steam,switch,
